"ID";"Titel";"Transportunternehmen";"Kurze Meldung";"Lange Meldung";"Erweiterte Meldung";"Endmeldung";"Start Ereigniszeitpunkt";"Ende Ereigniszeitpunkt";"Dauer [min]";"Zeitpunkt Meldung beendet";"Start Publikationszeitpunkt";"Ende Publikationszeitpunkt";"Typ";"Klassifizierung";"Template";"Medien";"Linien";"Haltestelle"
"5fd4a6b6fcfa1d1bcc77870b";"Linie 21: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 21 fällt infolge einer Fahrzeugpanne der Kurs um 12:24 Uhr ab Bern Bahnhof Richtung Bremgarten aus. Die nächste Abfahrt erfolgt um 12:34 Uhr.    ";"Auf der Linie 21 fällt infolge einer Fahrzeugpanne der Kurs um 12:24 Uhr ab Bern Bahnhof Richtung Bremgarten aus. Die nächste Abfahrt erfolgt um 12:34 Uhr.    ";"Auf der Linie 21 fällt infolge einer Fahrzeugpanne der Kurs um 12:24 Uhr ab Bern Bahnhof Richtung Bremgarten aus. Die nächste Abfahrt erfolgt um 12:34 Uhr.    ";"Die Linie 21 fährt wieder nach Fahrplan. ";"12-12-2020 12:16:00";"12-12-2020 12:43:56";;"12-12-2020 12:43:56";"12-12-2020 12:16:00";"12-12-2020 12:43:56";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"21";
"5fd4acf1fcfa1d1bcc77870c";"Linie 21: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 21 fällt infolge einer Fahrzeugpanne der Kurs um 12:49 Uhr ab Bremgarten Richtung Bern Bahnhof aus. Die nächste Abfahrt erfolgt um 12:59 Uhr.    ";"Auf der Linie 21 fällt infolge einer Fahrzeugpanne der Kurs um 12:49 Uhr ab Bremgarten Richtung Bern Bahnhof aus. Die nächste Abfahrt erfolgt um 12:59 Uhr.    ";"Auf der Linie 21 fällt infolge einer Fahrzeugpanne der Kurs um 12:49 Uhr ab Bremgarten Richtung Bern Bahnhof aus. Die nächste Abfahrt erfolgt um 12:59 Uhr.    ";"Die Linie 21 fährt wieder nach Fahrplan. ";"12-12-2020 12:43:00";"12-12-2020 12:57:04";;"12-12-2020 12:57:04";"12-12-2020 12:43:00";"12-12-2020 12:57:04";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"21";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"3";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"6";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"7";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"8";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"9";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"10";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"11";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"12";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"19";
"5fd4cc1d1c53e11ac8bfc6ae";"Linien 3, 6, 7, 8, 9, 10, 11, 12, 19 und 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"12.12.2020, 14:54 Uhr: Auf dem Netz von BERNMOBIL  ist infolge einer Kundgebung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Alle Linien fahren wieder nach Fahrplan.";"12-12-2020 14:56:00";"12-12-2020 16:36:11";;"12-12-2020 16:36:11";"12-12-2020 14:56:00";"12-12-2020 16:36:11";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"20";
"5fd624e0fcfa1d1bcc77870d";"Linie 21: Kursausfälle";"Städtische Verkehrsbetriebe Bern";"13.12.2020, 15:27 Uhr: Auf der Linie 21 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"13.12.2020, 15:27 Uhr: Auf der Linie 21 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"13.12.2020, 15:27 Uhr: Auf der Linie 21 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"Die Linie 21 fährt wieder nach Fahrplan. ";"13-12-2020 15:27:00";"13-12-2020 16:02:35";;"13-12-2020 16:02:35";"13-12-2020 15:27:00";"13-12-2020 16:02:35";"ungeplant";"incident.severity.INCIDENT";"Linie: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"21";
"5fd62503fcfa1d1bcc77870e";"Linie 12: Verspätungen";"Städtische Verkehrsbetriebe Bern";"13.12.2020, 15:27 Uhr: Auf der Linie 12 ist infolge einer Kundgebung mit Verspätungen zu rechnen. Dauer: unbestimmt.";"13.12.2020, 15:27 Uhr: Auf der Linie 12 ist infolge einer Kundgebung mit Verspätungen zu rechnen. Dauer: unbestimmt.";"13.12.2020, 15:27 Uhr: Auf der Linie 12 ist infolge einer Kundgebung mit Verspätungen zu rechnen. Dauer: unbestimmt.";"Die Linie 12 fährt wieder nach Fahrplan. ";"13-12-2020 15:27:00";"13-12-2020 15:35:54";;"13-12-2020 15:35:54";"13-12-2020 15:27:00";"13-12-2020 15:35:54";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"12";
"5fd75546fcfa1d1bcc77870f";"Linie 7: Ausfall einer Teilstrecke";"Städtische Verkehrsbetriebe Bern";"14.12.2020, 13:06 Uhr: Auf der Linie 7 ist infolge Fahrzeugpanne die Strecke zwischen Zytglogge und Ostring unterbrochen. Die Linie 7 wird ab Brunnadernstrasse nach Saali umgeleitet. Zwischen Ostring und Brunnadernstrasse fährt ein Ersatzbus. Dauer: unbestimmt.";"14.12.2020, 13:06 Uhr: Auf der Linie 7 ist infolge Fahrzeugpanne die Strecke zwischen Zytglogge und Ostring unterbrochen. Die Linie 7 wird ab Brunnadernstrasse nach Saali umgeleitet. Zwischen Ostring und Brunnadernstrasse fährt ein Ersatzbus. Dauer: unbestimmt.";"14.12.2020, 13:06 Uhr: Auf der Linie 7 ist infolge Fahrzeugpanne die Strecke zwischen Zytglogge und Ostring unterbrochen. Die Linie 7 wird ab Brunnadernstrasse nach Saali umgeleitet. Zwischen Ostring und Brunnadernstrasse fährt ein Ersatzbus. Dauer: unbestimmt.";"Die Linie 7 fährt wieder nach Fahrplan. ";"14-12-2020 13:06:00";"14-12-2020 13:40:02";;"14-12-2020 13:40:02";"14-12-2020 13:06:00";"14-12-2020 13:40:02";"ungeplant";"incident.severity.INCIDENT";"Teilstrecke: Ausfall";"MEZI, ONLINE, BETRIEB, MONITOR, OEVPLUSCH, INFOPOINT, EPAPER, GTFS, TWITTER, FGIBILDSCHIRM";"7";
"5fd75819fcfa1d1bcc778710";"Linien 6 und 8: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"14.12.2020, 13:17 Uhr: Auf den Linien 6 und 8 ist infolge Fahrzeugpanne mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"14.12.2020, 13:17 Uhr: Auf den Linien 6 und 8 ist infolge Fahrzeugpanne mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"14.12.2020, 13:17 Uhr: Auf den Linien 6 und 8 ist infolge Fahrzeugpanne mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linien 6 und 8 fahren wieder nach Fahrplan. ";"14-12-2020 13:17:00";"14-12-2020 14:15:07";;"14-12-2020 14:15:07";"14-12-2020 13:17:00";"14-12-2020 14:15:07";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"6";
